"college","city","state","region","locale","lat","long","school_type","adm_rate","adm_rate_all","avg_net_pub","avg_net_priv","avg_cost","avg_tuition","population","avg_fam_inc","md_fam_inc","pct_loan","pct_pell","md_debt","md_earnings_10","pct_25k","default_rate","repay_rate","comp_deg","eng_deg","engtech_deg","math_deg","sci_deg"
"Eastern Mennonite University","Harrisonburg","VA",5,"13","38.478611","-78.876077","2","0.6044","0.60438222763237","NULL","20982",40024,15633,"1198","68594.83237","60292.6733","0.7272","0.3218",21700,37500,0.743,0.026,"0.849609375",0.0097,0,0,0.0065,0
"Ferrum College","Ferrum","VA",5,"42","36.926648","-80.020864","2","0.7331","0.73311016433353","NULL","20054",40553,14135,"1447","53267.9357","35980.86413","0.9021","0.5787",27000,36400,0.733,0.109,"0.652866242",0.0231,0,0,0.0185,0.0139
"George Mason University","Fairfax","VA",5,"21","38.83088","-77.30794","1","0.6665","0.66647434759453","18738","NULL",23212,11077,"21678","68027.65375","47647.17578","0.4349","0.2523",20000,57300,0.846,0.016,"0.8573195876",0.0701,0.0389,0,0.0079,0.0171
"Hampden-Sydney College","Hampden-Sydney","VA",5,"42","37.242482","-78.461371","2","0.4727","0.4726573234405","NULL","27751",52016,15559,"1105","115583.7207","94432.58994","0.5907","0.2",26848.5,49700,0.845,0.078,"0.8687943262",0.0044,0,0,0.0132,0.0789
"Hampton University","Hampton","VA",5,"12","37.0199","-76.331108","2","0.2906","0.29060750783135","NULL","26326",33798,11363,"3456","68757.58073","49940.84935","0.7469","0.38",27000,41200,0.751,0.086,"0.6180625631",0.0141,0.038,0,0.0042,0.0141
"Hollins University","Roanoke","VA",5,"22","37.354629","-79.942196","2","0.5647","0.56470588235294","NULL","19976",47787,11138,"588","52306.16179","39328.68356","0.6914","0.4069",27000,32100,0.636,0.025,"0.7318435754",0,0,0,0.0079,0.0236
"James Madison University","Harrisonburg","VA",5,"13","38.435332","-78.871663","1","0.6573","0.65733924611973","18412","NULL",22601,8864,"18697","103334.4492","93030.57131","0.3824","0.1394",20500,52600,0.863,0.023,"0.9185383842",0.0432,0.0129,0,0.0094,0.0209
"Liberty University","Lynchburg","VA",5,"13","37.350345","-79.179688","2","0.2232","0.22317767779969","NULL","23706",32077,10111,"49340","40584.23277","27772.78268","0.6648","0.4984",23250,35600,0.686,0.085,"0.6669295997",0.0039,0.003,1e-04,0.002,0
"Longwood University","Farmville","VA",5,"33","37.301073","-78.395789","1","0.7292","0.72915305900283","18457","NULL",23468,6590,"4400","84871.07322","74729.45849","0.5388","0.2497",24588.5,39600,0.81,0.039,"0.8575174825",0.0175,0,0,0.0055,0.0066
"Lynchburg College","Lynchburg","VA",5,"13","37.397678","-79.184153","2","0.6675","0.66745240253853","NULL","22072",44236,15745,"2079","74042.26478","59272.83196","0.7227","0.3352",27000,41400,0.787,0.036,"0.8272841051",0.0111,0,0,0.0177,0.0089
"Mary Baldwin College","Staunton","VA",5,"13","38.155724","-79.067741","2","0.9545","0.9544567338972","NULL","16377",40203,11499,"1296","45482.8514","32090.52481","0.8001","0.5753",27500,36200,0.726,0.045,"0.7287157287",0.0039,0,0,0.0154,0.0116
"University of Mary Washington","Fredericksburg","VA",5,"22","38.302206","-77.474392","1","0.7672","0.76724137931034","20595","NULL",23371,7402,"4101","92776.02078","83234.26643","0.4397","0.1583",22247.5,48500,0.841,0.023,"0.892251816",0.0475,0,0,0.0247,0.0485
"Marymount University","Arlington","VA",5,"12","38.905552","-77.128799","2","0.8396","0.83957489878542","NULL","24796",41008,19280,"2343","71507.99761","48354.28831","0.5664","0.2654",25000,49900,0.806,0.036,"0.8049886621",0.0572,0,0,0.006,0
"Norfolk State University","Norfolk","VA",5,"12","36.848262","-76.26393","1","0.6567","0.65672701455449","11920","NULL",19299,4527,"5284","36548.71803","25388.21584","0.8037","0.6139",31000,33100,0.662,0.143,"0.4557902973",0.0315,0.0126,0.0326,0.0084,0.0147
"Old Dominion University","Norfolk","VA",5,"12","36.884919","-76.309653","1","0.8189","0.818906232944","13067","NULL",20966,6401,"19842","58791.24393","41287.69245","0.5588","0.35",23178.5,42500,0.79,0.051,"0.6889332004",0.0101,0.0644,0.0421,0.0079,0.0074
"Radford University","Radford","VA",5,"13","37.136914","-80.549731","1","0.7891","0.78906552927491","16560","NULL",20582,5943,"8843","75248.94954","62156.64856","0.599","0.2896",21500,42200,0.812,0.042,"0.8574643661",0.0506,0,0,0.0077,0.0226
"Randolph-Macon College","Ashland","VA",5,"21","37.749654","-77.472253","2","0.6034","0.60338409475465","NULL","25182",47262,16253,"1377","101330.3213","90186.86244","0.704","0.2488",27000,44700,0.844,0.057,"0.8915343915",0.0222,0,0,0.0089,0.0222
"Randolph College","Lynchburg","VA",5,"13","37.437429","-79.17079","2","0.8101","0.810051736881","NULL","20456",46060,11900,"658","85748.40741","67546.03473","0.7759","0.2932",27000,38500,0.789,0.061,"0.8681318681",0,0.0083,0,0,0.025
"University of Richmond","University of Richmond","VA",5,"12","37.577625","-77.538702","2","0.318","0.31801229714746","NULL","24859",57535,23844,"3223","97460.04271","67523.65131","0.3969","0.1916",19935,59900,0.864,0.015,"0.8656716418",0.0356,0,0,0.0102,0.0305
"Roanoke College","Salem","VA",5,"22","37.29686","-80.056433","2","0.6932","0.69320066334991","NULL","27088",50487,15858,"1986","97504.01928","83797.40299","0.6994","0.2499",27000,44000,0.84,0.046,"0.8837535014",0.011,0,0,0.0088,0.0198
"Shenandoah University","Winchester","VA",5,"13","39.166058","-78.158376","2","0.8259","0.82590456213948","NULL","27360",42847,16211,"1875","82162.55851","68018.22389","0.6791","0.2223",25000,39400,0.729,0.048,"0.7462277092",0,0,0,0.0079,0.0197
"Southern Virginia University","Buena Vista","VA",5,"32","37.740669","-79.350296","2","0.4707","0.47072879330943","NULL","19985",30009,11504,"703","70054.45882","53331.58105","0.6112","0.5325",24185,31300,0.613,0.061,"0.7649880096",0,0,0,0,0
"Strayer University-Virginia","Arlington","VA",5,"12","38.8909","-77.085101","3","NULL","NULL","NULL","29616",32064,17019,"4448","24028.01271","17778.53878","0.4036","0.2993",36173.5,49200,0.785,0.116,"0.4492973271",0.2451,0,0,0,0
"Sweet Briar College","Sweet Briar","VA",5,"22","37.556317","-79.079735","2","0.9354","0.93536121673003","NULL","23355",48896,14994,"561","70640.63563","55242.27661","0.5405","0.2546",25500,39400,0.785,0.047,"0.8394160584",0,0.0517,0.0086,0.069,0.0259
"The University of Virginia's College at Wise","Wise","VA",5,"32","36.971468","-82.558728","1","0.6882","0.68823000898472","11578","NULL",20095,6069,"1477","47160.83037","35742.91183","0.4203","0.3841",20844.5,36500,0.763,0.102,"0.7183544304",0.0108,0.0072,0,0.0181,0
"Virginia Polytechnic Institute and State University","Blacksburg","VA",5,"13","37.228572","-80.423229","1","0.7263","0.72633050520632","19691","NULL",26165,12124,"24191","100354.0988","85351.99424","0.4222","0.1737",24250,59000,0.883,0.021,"0.895838345",0.0272,0.2321,0,0.0152,0.0208
"Virginia Commonwealth University","Richmond","VA",5,"12","37.547631","-77.453597","1","0.7535","0.75345253670591","20723","NULL",27494,9971,"22280","71128.16233","52860.50805","0.5099","0.2856",24151,41400,0.767,0.045,"0.7019128587",0.0302,0.0471,0,0.0075,0.026
"University of Virginia-Main Campus","Charlottesville","VA",5,"23","38.037796","-78.505153","1","0.29","0.29002933496663","17863","NULL",26063,18767,"15515","96525.70202","74117.09417","0.2506","0.1256",19633,60100,0.866,0.017,"0.9169022046",0.0196,0.1347,0,0.0156,0.0355
"Virginia Military Institute","Lexington","VA",5,"32","37.790644","-79.435737","1","0.444","0.44400785854616","17296","NULL",25642,12567,"1700","112099.7741","101730.6018","0.4579","0.1463",24100,59200,0.861,0.024,"0.9379562044",0.0215,0.25,0,0.0484,0.0323
"Virginia State University","Petersburg","VA",5,"21","37.236453","-77.419886","1","0.8006","0.8006078001013","14337","NULL",20767,5481,"4481","41878.11797","30522.84327","0.8366","0.7067",28685.5,33800,0.68,0.151,"0.4355076018",0.0176,0.0251,0.0377,0.0101,0.0063
"Virginia Union University","Richmond","VA",5,"12","37.561864","-77.450954","2","0.2389","0.23889831354156","NULL","19483",27703,11042,"1322","35421.82088","25739.91373","0.8675","0.7233",33450,31000,0.625,0.222,"0.4040920716",0.0873,0,0,0.0175,0.0175
"Virginia Wesleyan College","Norfolk","VA",5,"11","36.868417","-76.18606","2","0.8904","0.89044401544401","NULL","22883",42600,16313,"1492","68704.92797","55586.89418","0.6827","0.3914",27000,37000,0.692,0.095,"0.7965838509",0,0,0,0.013,0.013
"Washington and Lee University","Lexington","VA",5,"32","37.787832","-79.445724","2","0.1946","0.1946205242419","NULL","24655",58575,27120,"1880","152099.7546","100273.136","0.2199","0.0965",21500,72900,0.887,0.017,"PrivacySuppressed",0.0225,0.018,0,0.0472,0.027
"Central Washington University","Ellensburg","WA",8,"32","47.004957","-120.537716","1","0.8646","0.86456310679611","14182","NULL",21512,6532,"9751","54959.84791","39364.29354","0.5459","0.3634",21500,44500,0.78,0.066,"0.7917034422",0.057,0,0.0364,0.0036,0.017
"City University of Seattle","Seattle","WA",8,"11","47.61743","-122.344451","2","NULL","NULL","NULL","NULL",NA,19109,"1289","38236.088","27640.6621","0.5026","0.294",23000,47600,0.796,0.035,"0.7341772152",0.08,0,0,0,0
"Eastern Washington University","Cheney","WA",8,"31","47.491293","-117.589371","1","0.7439","0.74393422899538","12619","NULL",20365,7535,"12402","50354.29384","36755.90609","0.5201","0.3829",20800,41000,0.768,0.052,"0.7984770193",0.0226,0.0277,0.0234,0.0034,0.0102
"The Evergreen State College","Olympia","WA",8,"22","47.07382","-122.977492","1","0.989","0.98898963730569","12971","NULL",22281,7492,"3802","37982.93203","20919.33935","0.5332","0.458",17264,32800,0.618,0.08,"0.7310874704",0,0,0,0,0
"Gonzaga University","Spokane","WA",8,"12","47.668144","-117.403062","2","0.6751","0.67509075677185","NULL","28669",48357,19185,"4754","110299.9425","90495.16641","0.5155","0.1832",25500,53000,0.841,0.015,"0.9264",0.0105,0.1163,0,0.0166,0.0114
"Heritage University","Toppenish","WA",8,"41","46.374571","-120.395287","2","NULL","NULL","NULL","10213",27653,16541,"837","29467.49768","25538.04199","0.7763","0.7694",25288,31100,0.602,0.146,"0.6021505376",0.0102,0,0,0,0
"Northwest University","Kirkland","WA",8,"21","47.657743","-122.191505","2","0.9612","0.96120689655172","NULL","19560",35991,14727,"1453","57406.83101","43398.39599","0.6787","0.379",23724.5,37700,0.684,0.033,"0.840974212",0,0,0,0.0103,0
"Pacific Lutheran University","Tacoma","WA",8,"21","47.145494","-122.445372","2","0.7501","0.7501454333915","NULL","24014",46717,18608,"2874","72345.74669","57901.83369","0.6671","0.2864",26800,46400,0.801,0.029,"0.8838951311",0.013,0.0039,0,0.0272,0.0636
"University of Puget Sound","Tacoma","WA",8,"12","47.263651","-122.479714","2","0.7929","0.79294286226043","NULL","37400",55948,27917,"2550","109199.0603","79264.43763","0.5185","0.1906",23500,49400,0.814,0.032,"0.929558011",0.0347,0,0,0.0156,0.0347
"Saint Martin's University","Lacey","WA",8,"22","47.043316","-122.816948","2","0.8882","0.88823529411764","NULL","19717",42353,14277,"1316","56150.50132","40208.77567","0.5623","0.3655",24887,45100,0.787,0.058,"0.7788279773",0.006,0.1198,0,0.012,0.021
"Seattle Pacific University","Seattle","WA",8,"11","47.649338","-122.362923","2","0.834","0.83404542388126","NULL","25913",47389,19371,"3253","79513.6967","63205.22248","0.6569","0.3036",25000,45000,0.773,0.023,"0.9174389217",0.0226,0.0261,0,0.0107,0.0202
"Seattle University","Seattle","WA",8,"11","47.610138","-122.3197","2","0.7335","0.73349567099567","NULL","32996",52458,25546,"4415","88293.07959","64389.97274","0.5347","0.2083",25000,55800,0.856,0.022,"0.8385744235",0.021,0.0688,0,0.0145,0.0326
"Walla Walla University","College Place","WA",8,"23","46.047","-118.389771","2","0.5779","0.57785671995263","NULL","23107",35351,17229,"1639","80979.62722","60707.25586","0.5907","0.296",27000,45500,0.758,0.035,"0.8347826087",0.0171,0.1541,0,0.0068,0.0068
"Washington State University","Pullman","WA",8,"32","46.730448","-117.158168","1","0.8208","0.82078323369382","16864","NULL",26543,10933,"23585","60073.44876","42924.92635","0.487","0.3379",20500,47500,0.807,0.033,"0.846743295",0.0132,0.0979,0,0.0063,0.008
"University of Washington-Seattle Campus","Seattle","WA",8,"11","47.656213","-122.313115","1","0.5521","0.57967328019897","13566","NULL",25637,17415,"29468","57652.05384","37699.78115","0.3214","0.2538",15797,53700,0.84,0.027,"0.8693673859",0.0356,0.1025,0,0.0331,0.0405
"Western Washington University","Bellingham","WA",8,"13","48.737236","-122.484873","1","0.8457","0.84566505115778","16551","NULL",22458,8189,"14054","69531.87885","54134.40448","0.467","0.2556",19500,43600,0.779,0.029,"0.8509386383",0.0256,0,0.0287,0.017,0.0334
"Whitman College","Walla Walla","WA",8,"13","46.07135","-118.33016","2","0.4101","0.41007391185327","NULL","29549",56600,30363,"1480","123712.7348","107240.9495","0.3835","0.1097",17500,43800,0.803,0.02,"0.9517241379",0,0.0072,0,0.0507,0.0966
"Whitworth University","Spokane","WA",8,"21","47.753699","-117.418078","2","0.7476","0.74758653166941","NULL","24761",47538,17141,"2340","74431.7296","62473.13818","0.6209","0.2523",26000,41100,0.735,0.038,"0.8494897959",0.0167,0,0,0.0315,0.0631
"Alderson Broaddus University","Philippi","WV",5,"32","39.158067","-80.047728","2","0.4258","0.42577319587628","NULL","17311",33206,9940,"1024","65265.70193","51210.84314","0.8945","0.48",27000,46000,0.741,0.073,"0.6835016835",0.0229,0,0,0.0076,0
"Bethany College","Bethany","WV",5,"41","40.20567","-80.560896","2","0.6205","0.62051649928263","NULL","20993",39082,11558,"716","62932.87149","50743.92816","0.8514","0.4762",28549.5,39800,0.768,0.171,"0.776",0,0,0,0.0469,0.0703
"Bluefield State College","Bluefield","WV",5,"32","37.26688","-81.235428","1","0.3834","0.38336520076481","8908","NULL",14965,2772,"1529","34499.95113","22959.93887","0.5987","0.5633",19500,28300,0.568,0.237,"0.4537037037",0.0196,0,0.1737,0,0
"University of Charleston","Charleston","WV",5,"13","38.332577","-81.618667","2","0.6077","0.60772243984331","NULL","17841",31350,12238,"1513","47800.16614","37208.36338","0.6501","0.4141",21940,42100,0.776,0.066,"0.6997792494",0,0,0,0,0.0222
"Concord University","Athens","WV",5,"32","37.423854","-81.005694","1","0.3776","0.37757009345794","7478","NULL",13861,2669,"2234","43850.9387","31675.58932","0.7187","0.4964",21200,32100,0.647,0.176,"0.6505576208",0.0093,0,0,0.0162,0.0696
"Davis & Elkins College","Elkins","WV",5,"33","38.928693","-79.846391","2","0.5822","0.58222958057395","NULL","16854",34587,13114,"839","56296.3631","44993.21455","0.6579","0.4188",23840.5,35000,0.658,0.086,"0.667721519",0.0226,0,0,0.0056,0.0226
"Fairmont State University","Fairmont","WV",5,"32","39.485925","-80.161844","1","0.6651","0.6651179413867","8756","NULL",15483,3200,"3699","51114.11158","38426.45623","0.6256","0.4699",22529.5,33400,0.657,0.142,"0.5490066225",0.0111,0,0.1069,0.0042,0.0083
"Glenville State College","Glenville","WV",5,"33","38.935341","-80.833597","1","0.4656","0.46558391337973","14667","NULL",20317,3829,"1378","43211.8865","32516.40817","0.4357","0.3638",26000,29300,0.575,0.23,"0.5397815913",0,0,0.0351,0,0.0175
"Marshall University","Huntington","WV",5,"13","38.42261","-82.43065","1","0.7653","0.76528117359413","9149","NULL",16981,5955,"8871","52301.20387","39653.24312","0.593","0.4321",22705,33800,0.666,0.117,"0.5765488991",0.0104,0.0116,0.0104,0.0046,0.0237
"Ohio Valley University","Vienna","WV",5,"13","39.31236","-81.5392","2","0.3235","0.32348596750369","NULL","15531",28026,7743,"387","64762.3284","56812.60972","0.7358","0.4691",23250,32600,0.648,0.105,"0.7483221477",0,0,0,0.0235,0
"Shepherd University","Shepherdstown","WV",5,"31","39.434319","-77.804844","1","0.9829","0.98293891029168","10178","NULL",15813,5193,"3489","67848.61269","54217.7265","0.5564","0.3321",22478,37600,0.728,0.076,"0.6803542673",0.0296,0.0108,0,0.0027,0.0148
"West Virginia State University","Institute","WV",5,"22","38.379002","-81.76802","1","0.4144","0.41437959025898","7176","NULL",14689,4344,"2237","42831.65467","31178.46039","0.5362","0.455",23250,29300,0.586,0.166,"0.4766307139",0,0,0,0.0072,0.0072
"West Liberty University","West Liberty","WV",5,"41","40.162473","-80.604054","1","0.7236","0.72362869198312","12100","NULL",19324,5556,"2264","57188.61975","46942.15452","0.5996","0.3898",24915,33500,0.658,0.104,"0.664791901",0,0,0,0.002,0.004
"West Virginia University Institute of Technology","Montgomery","WV",5,"41","38.179427","-81.325199","1","0.6192","0.84718991061589","7947","NULL",15130,6877,"1115","76418.51004","60575.87739","0.5237","0.4092",23969,43400,0.77,0.085,"0.7327997275",0.062,0.2403,0.093,0.0155,0.0078
"West Virginia Wesleyan College","Buckhannon","WV",5,"33","38.990476","-80.217094","2","0.7759","0.77585243152599","NULL","17718",39927,10424,"1375","72137.96061","60712.98755","0.6628","0.335",26000,40600,0.777,0.071,"0.8121645796",0,0,0,0.0084,0.0672
"West Virginia University","Morgantown","WV",5,"13","39.63468","-79.953926","1","0.8579","0.84718991061589","10305","NULL",17585,11898,"21945","76418.51004","60575.87739","0.5209","0.2584",23969,43400,0.77,0.085,"0.7327997275",0.0096,0.119,0,0.0063,0.0218
"Wheeling Jesuit University","Wheeling","WV",5,"13","40.070873","-80.690804","2","0.6263","0.62629757785467","NULL","18451",35527,13801,"1131","74286.47332","64064.39574","0.678","0.2398",27000,43400,0.783,0.031,"0.828",0.0264,0,0,0.0176,0.0485
"Alverno College","Milwaukee","WI",3,"11","42.983518","-87.965498","2","0.6519","0.65190839694656","NULL","16835",32528,18323,"1689","48050.72336","36123.78501","0.8743","0.6096",32606.5,37100,0.714,0.078,"0.5668789809",0.0057,0,0,0.0057,0.0115
"Beloit College","Beloit","WI",3,"13","42.50363","-89.03147","2","0.6931","0.69311705392371","NULL","23597",50378,17863,"1225","81757.31228","76528.76053","0.5957","0.2205",27000,37900,0.729,0.017,"0.8909512761",0.0142,0.0106,0,0.0319,0.0851
"Cardinal Stritch University","Milwaukee","WI",3,"21","43.139752","-87.909045","2","0.8298","0.82981715893108","NULL","17781",37755,12772,"2304","49809.65623","35618.12324","0.7356","0.4278",27000,48500,0.826,0.055,"0.7018554063",0.0028,0,0,0.0071,0.0028
"Carroll University","Waukesha","WI",3,"13","43.004647","-88.227962","2","0.8084","0.80835298080161","NULL","22858",39312,14957,"2934","86577.63421","82469.82534","0.7137","0.2709",27000,41300,0.796,0.036,"0.8378926039",0.0248,0.0046,0,0.0062,0.0186
"Carthage College","Kenosha","WI",3,"22","42.622893","-87.820706","2","0.7165","0.71647830333472","NULL","29377",47276,14858,"2835","90084.87755","76969.73543","0.8106","0.278",27000,43200,0.771,0.042,"0.8586337761",0.0132,0,0,0.0231,0.0214
"Concordia University-Wisconsin","Mequon","WI",3,"21","43.254217","-87.916628","2","0.7541","0.75406661502711","NULL","22884",38159,13503,"4280","68592.52122","58453.11139","0.6672","0.3452",23476,41200,0.765,0.066,"0.6508058327",0.0235,0.0014,0,0.0028,0.0014
"Edgewood College","Madison","WI",3,"12","43.058727","-89.422122","2","0.7622","0.76217079010375","NULL","21535",36879,16336,"1863","69166.25952","56434.70235","0.7513","0.3338",26000,42000,0.787,0.024,"0.8127388535",0.0377,0,0,0.0047,0.0165
"Lakeland College","Plymouth","WI",3,"41","43.841863","-87.884956","2","0.547","0.54702495201535","NULL","20575",34385,10252,"2232","49667.16309","38830.09764","0.645","0.3402",26915,40200,0.758,0.053,"0.6952089704",0.1145,0,0,0,0.0038
"Lawrence University","Appleton","WI",3,"13","44.261323","-88.397822","2","0.7295","0.72952311612668","NULL","25163",51897,20420,"1483","102144.6055","87621.41747","0.5885","0.2151",27000,41100,0.802,0.032,"0.8333333333",0,0,0,0.0261,0.0287
"Maranatha Baptist University","Watertown","WI",3,"31","43.195709","-88.735055","2","0.7594","0.75942028985507","NULL","19147",24021,11566,"760","54608.22176","48371.07588","0.4249","0.3964",16750,29000,0.557,0.022,"0.8910891089",0,0,0,0,0
"Marian University","Fond Du Lac","WI",3,"13","43.777411","-88.420638","2","0.7674","0.76740237691001","NULL","18776",34276,12995,"1588","61428.37908","51903.07756","0.7281","0.3963",26798,37900,0.75,0.049,"0.7697841727",0.0026,0,0,0.0026,0.0053
"Marquette University","Milwaukee","WI",3,"11","43.03903","-87.927961","2","0.6671","0.66711100896345","NULL","30452",48364,21044,"8212","119941.3263","100457.1604","0.4881","0.1623",27000,56000,0.892,0.013,"0.8592592593",0.0235,0.1303,0,0.0104,0.0077
"Milwaukee School of Engineering","Milwaukee","WI",3,"11","43.045364","-87.907691","2","0.6865","0.68648018648018","NULL","20950",45260,14970,"2592","78539.11385","71332.90215","0.6962","0.2712",27000,65800,0.887,0.031,"0.8488830486",0,0.6873,0.0562,0,0
"Mount Mary University","Milwaukee","WI",3,"11","43.072303","-88.030594","2","0.3527","0.3526645768025","NULL","13333",34931,14973,"716","49079.04298","32390.84128","0.8089","0.4914",28134,38800,0.755,0.064,"0.6841216216",0,0,0,0,0.014
"Northland College","Ashland","WI",3,"33","46.578983","-90.874991","2","0.6343","0.63431372549019","NULL","18618",40765,12221,"575","74548.21638","68327.26898","0.7953","0.4076",27000,32500,0.646,0.063,"0.7898089172",0,0.0103,0,0.0103,0.1959
"Ripon College","Ripon","WI",3,"32","43.842383","-88.8426","2","0.6745","0.67448091091761","NULL","18325",42703,13420,"820","76877.72626","69688.93292","0.656","0.3772",27000,42000,0.786,0.044,"0.8839285714",0.0274,0,0,0,0.0594
"Saint Norbert College","De Pere","WI",3,"22","44.444651","-88.067301","2","0.8171","0.81712424383434","NULL","22222",41736,16434,"2052","95609.21058","85999.36498","0.663","0.2097",27000,43800,0.822,0.029,"0.8968871595",0.0144,0,0,0.0126,0.0198
"Silver Lake College of the Holy Family","Manitowoc","WI",3,"32","44.071038","-87.742961","2","0.474","0.47402597402597","NULL","17543",34641,8047,"296","46878.80049","33506.36676","0.523","0.2834",26212,37800,0.757,0.065,"0.7688442211",0.0364,0,0,0.0364,0
"Viterbo University","La Crosse","WI",3,"13","43.802291","-91.244095","2","0.6914","0.69141813755325","NULL","17149",34310,10530,"2019","68618.55516","58424.77205","0.7412","0.3521",27000,40200,0.773,0.028,"0.8293838863",0.0115,0,0,0.0069,0.0046
"University of Wisconsin-Whitewater","Whitewater","WI",3,"32","42.835563","-88.742368","1","0.8179","0.81793292265571","13815","NULL",16950,6700,"10533","76287.71957","69164.76285","0.6329","0.3005",25000,41400,0.803,0.053,"0.8148575828",0.009,0,0.0153,0.0153,0.0099
"University of Wisconsin-Eau Claire","Eau Claire","WI",3,"13","44.798431","-91.500432","1","0.8369","0.83692251058347","14654","NULL",18013,7047,"9987","81692.9304","74920.38885","0.5869","0.2704",23304,42700,0.819,0.027,"0.8786644951",0.0216,0,0,0.022,0.0412
"University of Wisconsin-Green Bay","Green Bay","WI",3,"12","44.531102","-87.920499","1","0.8735","0.87352185089974","14042","NULL",17072,5127,"5674","60486.74334","52341.24556","0.551","0.3122",21065,38000,0.775,0.035,"0.8642458101",0.0109,0,0,0.0117,0.0109
"University of Wisconsin-La Crosse","La Crosse","WI",3,"13","43.815295","-91.230149","1","0.7629","0.76293661060802","15169","NULL",17828,6955,"9492","84929.00897","79818.25258","0.5793","0.2219",23105,44700,0.839,0.018,"0.9002932551",0.0144,0,0,0.0177,0.0238
"Wisconsin Lutheran College","Milwaukee","WI",3,"11","43.036943","-88.022718","2","0.6432","0.64324917672886","NULL","18548",35337,11638,"1060","73951.7973","63334.53822","0.7692","0.3393",25000,38200,0.749,0.03,"0.8695652174",0.0049,0,0,0.0146,0.0146
"University of Wisconsin-Oshkosh","Oshkosh","WI",3,"13","44.024985","-88.549282","1","0.8034","0.803401498279","14774","NULL",17260,5823,"10337","70859.2931","65602.56939","0.5353","0.2649",23982,40200,0.793,0.04,"0.8434019575",0.0209,0,0,0.0055,0.0214
"University of Wisconsin-Parkside","Kenosha","WI",3,"22","42.646074","-87.855407","1","0.8602","0.86017229953611","11277","NULL",15502,5140,"4274","56162.98054","41793.40373","0.6045","0.4366",22899,36600,0.701,0.115,"0.6779560309",0.0256,0,0,0.0016,0.024
"Herzing University-Madison","Madison","WI",3,"12","43.143622","-89.291617","3","1","1","NULL","19583",23053,14423,"2350","24289.01807","16935.3898","0.8407","0.7109",23216.5,42300,0.787,0.116,"0.5178100264",0.1057,0,0.0036,0,0
"University of Wisconsin-Stout","Menomonie","WI",3,"32","44.88861","-91.929461","1","0.908","0.90801963993453","15094","NULL",18461,6114,"8094","75921.2454","68573.63712","0.6317","0.3002",25000,42700,0.792,0.038,"0.8488503581",0.059,0.0435,0.0863,0.0174,0
"University of Wisconsin-Superior","Superior","WI",3,"22","46.717548","-92.089039","1","0.8857","0.88568486096807","12027","NULL",16780,5742,"2353","54449.01442","42738.08515","0.6399","0.4123",23375,35000,0.709,0.081,"0.7204797048",0.0103,0,0,0.0185,0.0123
"University of Wisconsin-Madison","Madison","WI",3,"12","43.073858","-89.405356","1","0.5694","0.5693843855649","18397","NULL",23839,11252,"29302","101479.1147","86640.10805","0.3617","0.1522",22805,51600,0.859,0.015,"0.9119760479",0.0225,0.1016,0,0.0191,0.0206
"University of Wisconsin-Milwaukee","Milwaukee","WI",3,"11","43.076848","-87.880488","1","0.8955","0.89550018594272","16942","NULL",20715,8379,"21577","61073.59829","45749.81223","0.6305","0.3573",25000,41900,0.781,0.056,"0.7540136054",0.0427,0.0626,0,0.003,0.0104
"University of Wisconsin-Platteville","Platteville","WI",3,"32","42.733936","-90.492709","1","0.944","0.94401818698493","14086","NULL",17333,6694,"7888","75098.92373","69806.75999","0.5974","0.2909",24000,44500,0.815,0.04,"0.8568232662",0.027,0.2352,0.0794,0.0105,0.0097
"University of Wisconsin-River Falls","River Falls","WI",3,"32","44.852647","-92.625316","1","0.8954","0.89544468546637","13756","NULL",17182,6015,"5381","74243.97779","68282.50062","0.6214","0.3072",24124,40200,0.799,0.043,"0.871257485",0.0261,0,0,0.0126,0.0261
"University of Wisconsin-Stevens Point","Stevens Point","WI",3,"32","44.529582","-89.570934","1","0.8941","0.89406175771971","13566","NULL",16411,5919,"8880","67090.44181","59765.77","0.6503","0.3394",24922,39000,0.79,0.032,"0.8948598131",0.0249,0.0036,0,0.0127,0.0198
"University of Wyoming","Laramie","WY",7,"33","41.311943","-105.57204","1","0.9766","0.97659422020539","11603","NULL",18145,4549,"9910","65397.72412","49794.96651","0.3646","0.237",18750,46100,0.775,0.042,"0.8507998694",0.0089,0.1041,0.005,0.0114,0.0302
"University of Guam","Mangilao","GU",9,"33","13.432726","144.802837","1","NULL","NULL","10923","NULL",13852,3538,"3607","34342.59466","26597.60563","0.276","0.5269",NA,29900,0.612,0.045,"0.6633986928",0.0314,0,0,0.0386,0.0048
"American University of Puerto Rico","Bayamon","PR",9,"21","18.406139","-66.18678","2","NULL","NULL","NULL","9594",14807,592,"742","11666.05346","4118.548985","0.0699","0.8252",3920,19300,0.356,0.14,"0.4904862579",0.0423,0,0,0,0
"American University of Puerto Rico","Manati","PR",9,"21","18.434072","-66.478655","2","NULL","NULL","NULL","10294",15094,584,"889","11666.05346","4118.548985","0.1012","0.8423",3920,19300,0.356,0.14,"0.4904862579",0.0719,0,0,0,0
"Universidad Adventista de las Antillas","Mayaguez","PR",9,"22","18.205329","-67.112632","2","0.8405","0.84045584045584","NULL","7558",12584,6017,"1223","18620.13043","13768.19834","0.5291","0.8687",13800,18900,0.404,0.192,"0.5127118644",0.0217,0,0,0,0
