"college","city","state","region","locale","lat","long","school_type","adm_rate","adm_rate_all","avg_net_pub","avg_net_priv","avg_cost","avg_tuition","population","avg_fam_inc","md_fam_inc","pct_loan","pct_pell","md_debt","md_earnings_10","pct_25k","default_rate","repay_rate","comp_deg","eng_deg","engtech_deg","math_deg","sci_deg"
"University of Massachusetts-Lowell","Lowell","MA",1,"21","42.65372","-71.325081","1","0.6201","0.6200766446668","16798","NULL",23628,11698,"12190","72389.1382","55261.70992","0.5744","0.2884",25000,50200,0.84,0.053,"0.7669230769",0.1256,0.1441,0.0164,0.0109,0.0202
"University of Massachusetts-Amherst","Amherst","MA",1,"21","42.386162","-72.52617","1","0.6139","0.6138728013728","18819","NULL",26207,12076,"21864","90588.16519","74108.44604","0.6041","0.2526",24300,49300,0.818,0.04,"0.8319679275",0.0171,0.0646,0,0.0151,0.0132
"University of Massachusetts-Boston","Boston","MA",1,"11","42.314541","-71.038653","1","0.7077","0.70772689622529","11265","NULL",19355,12413,"12108","46731.41734","29373.94583","0.5523","0.3857",NA,46000,0.772,0.055,"0.7092198582",0.0336,0,0,0.0055,0.0097
"Massachusetts Institute of Technology","Cambridge","MA",1,"12","42.360095","-71.092115","2","0.0788","0.07882981041621","NULL","23547",59020,28992,"4476","88351.48706","56005.34769","0.1939","0.1826",14990,89200,0.912,0.017,"0.9387755102",0.2274,0.3877,0,0.0708,0.0849
"Massachusetts Maritime Academy","Buzzards Bay","MA",1,"22","41.740538","-70.623953","1","0.616","0.61604938271604","15785","NULL",22073,8830,"1395","111687.5485","104471.8956","0.7674","0.1897",27000,69000,0.892,0.042,"0.8708609272",0,0.4086,0,0,0
"Merrimack College","North Andover","MA",1,"21","42.668352","-71.124216","2","0.7777","0.77768313458262","NULL","28773",47996,17808,"2985","104307.556","92260.96856","0.6835","0.2313",27000,55900,0.863,0.028,"0.9015748031",0.0296,0.0761,0,0.0042,0.0085
"Mount Holyoke College","South Hadley","MA",1,"21","42.257588","-72.573625","2","0.547","0.54701655732583","NULL","27322",55454,18878,"2161","82777.80876","69212.58197","0.4443","0.1947",21000,44100,0.777,0.013,"0.8783185841",0.0173,0,0,0.0156,0.0415
"Mount Ida College","Newton","MA",1,"13","42.293205","-71.194658","2","0.6849","0.68493827160493","NULL","26906",44219,16767,"1290","67621.75637","50992.4794","0.7713","0.3778",27000,34600,0.717,0.099,"0.7181008902",0,0,0,0,0
"Newbury College","Brookline","MA",1,"21","42.331032","-71.142082","2","0.7026","0.70258486452818","NULL","22661",42593,15985,"871","48842.06917","34125.04749","0.8015","0.5426",27000,35800,0.71,0.091,"0.6127272727",0.0325,0,0,0,0
"Massachusetts College of Liberal Arts","North Adams","MA",1,"31","42.692427","-73.1035","1","0.7227","0.72265246853823","14884","NULL",20552,5499,"1517","58025.06447","41613.82709","0.8453","0.4623",25000,34800,0.688,0.046,"0.7729393468",0.0214,0,0,0.016,0.008
"Northeastern University","Boston","MA",1,"11","42.339992","-71.088782","2","0.3222","0.32220638712137","NULL","32715",57981,29609,"13492","105736.1593","78278.37514","0.441","0.1321",28501,61700,0.87,0.028,"0.866938951",0.0292,0.1491,3e-04,0.0083,0.013
"College of Our Lady of the Elms","Chicopee","MA",1,"21","42.14179","-72.601541","2","0.7897","0.78965922444183","NULL","20813",41625,12028,"1336","53911.73432","39865.8856","0.7506","0.4298",26000,44300,0.832,0.07,"0.7862407862",0.0151,0,0,0.0025,0.0025
"Pine Manor College","Chestnut Hill","MA",1,"21","42.319568","-71.156973","2","0.6784","0.67841409691629","NULL","16376",38346,13673,"401","32573.68801","24341.33228","0.6358","0.5719",32125,33400,0.665,0.19,"0.5551330798",0,0,0,0,0
"Salem State University","Salem","MA",1,"21","42.502879","-70.889321","1","0.7057","0.70565602154674","15762","NULL",20484,7002,"7180","62294.97638","48361.4578","0.5968","0.334",25000,40400,0.748,0.078,"0.7523992322",0.0155,0,0,0.0061,0.0142
"Simmons College","Boston","MA",1,"11","42.3393","-71.099967","2","0.5216","0.5216304076019","NULL","27525",52348,18581,"1598","84002.339","68592.96826","0.7154","0.2575",26250,50700,0.799,0.02,"0.8670284939",0.0084,0,0,0.0042,0.0168
"Smith College","Northampton","MA",1,"21","42.317933","-72.638094","2","0.4221","0.42207792207792","NULL","27406",60167,21901,"2563","91110.64948","78091.70964","0.518","0.2222",19000,44400,0.788,0.023,"0.8801169591",0.0045,0.0493,0,0.0239,0.0582
"Springfield College","Springfield","MA",1,"12","42.105033","-72.555688","2","0.7087","0.70866489832007","NULL","27466",45887,16867,"2136","66160.58243","43310.18419","0.802","0.2336",24826.5,43800,0.793,0.07,"0.6635742188",0.0057,0,0,0.0095,0
"University of Massachusetts-Dartmouth","North Dartmouth","MA",1,"22","41.628861","-71.005528","1","0.7682","0.76820128479657","15919","NULL",24104,9174,"7185","64691.9417","50169.38006","0.7186","0.3831",25750,45900,0.796,0.057,"0.7662610155",0.0195,0.0973,0,0.0101,0.0132
"Stonehill College","Easton","MA",1,"21","42.061448","-71.078123","2","0.7696","0.76956376956376","NULL","31005",51977,21222,"2274","111620.2565","102043.337","0.6872","0.1532",27000,58500,0.912,0.007,"0.9038076152",0.0094,0,0,0.0204,0.0251
"Suffolk University","Boston","MA",1,"11","42.359134","-71.06192","2","0.8391","0.83906214432051","NULL","27209",46152,24887,"5274","76478.57653","53627.52997","0.5815","0.2955",27000,51200,0.837,0.037,"0.785046729",0.019,0.0046,0,0.0023,0.003
"Tufts University","Medford","MA",1,"21","42.406994","-71.121689","2","0.1724","0.17238125196602","NULL","28329",61000,29681,"5143","111365.7321","86312.27456","0.2886","0.1143",18000,65000,0.877,0.015,"0.9387539599",0.031,0.1109,0,0.0166,0.023
"Wellesley College","Wellesley","MA",1,"21","42.293765","-71.307966","2","0.3011","0.30106157112526","NULL","21973",59092,19090,"2172","87184.82139","66850.11391","0.3246","0.1795",9000,56500,0.839,0.025,"0.9321148825",0.0314,0,0,0.0281,0.0562
"Wentworth Institute of Technology","Boston","MA",1,"11","42.336632","-71.094983","2","0.8264","0.82637321294206","NULL","31521",46112,16132,"4295","91125.16465","79546.59928","0.7121","0.266",27000,56700,0.849,0.042,"0.8489326765",0.0957,0.0773,0.2896,0,0
"Western New England University","Springfield","MA",1,"12","42.115837","-72.518789","2","0.8015","0.80148005148005","NULL","28213",47447,19220,"2722","90357.81178","77423.79149","0.748","0.2681",27000,56500,0.887,0.043,"0.8475909538",0.0299,0.1545,0,0.0133,0.0066
"Westfield State University","Westfield","MA",1,"21","42.131589","-72.795673","1","0.7456","0.74563106796116","16861","NULL",20536,7161,"5429","79046.81958","68235.0134","0.6244","0.3352",23175,42900,0.811,0.026,"0.8227684347",0.0224,0,0,0.0136,0.0056
"Wheaton College","Norton","MA",1,"21","41.966813","-71.184167","2","0.6963","0.69631826043983","NULL","31173",58422,23672,"1575","100231.5","86839.52396","0.633","0.2116",25677.5,44100,0.802,0.033,"0.9153439153",0.0239,0,0,0.0346,0.0319
"Wheelock College","Boston","MA",1,"11","42.342503","-71.10582","2","0.8752","0.87517146776406","NULL","25668",46164,18206,"867","78357.41936","59725.59108","0.7784","0.3432",27000,37300,0.779,0.037,"0.7190332326",0,0,0,0.0213,0
"Williams College","Williamstown","MA",1,"31","42.711669","-73.205888","2","0.1932","0.1931602279924","NULL","21762",61850,28118,"2019","100265.1775","69910.48659","0.2634","0.1875",13211.5,54200,0.846,0.023,"0.9424778761",0.0344,0,0,0.0497,0.0956
"Worcester Polytechnic Institute","Worcester","MA",1,"12","42.275067","-71.808792","2","0.4378","0.4377992768494","NULL","35187",57637,32881,"4123","119986.3776","110597.7477","0.5793","0.1471",27000,80300,0.925,0.022,"0.9619377163",0.0544,0.7225,0,0.034,0.0238
"Worcester State University","Worcester","MA",1,"12","42.267534","-71.844019","1","0.613","0.61303511303511","16429","NULL",18252,6197,"5063","68684.10503","55980.92942","0.534","0.2783",19500,44800,0.822,0.059,"0.7951219512",0.0193,0,0,0.0061,0.0294
"Adrian College","Adrian","MI",3,"32","41.898449","-84.059947","2","0.6189","0.61886279836988","NULL","21486",43341,14193,"1570","74229.88011","63004.36844","0.7884","0.4142",27000,37100,0.691,0.078,"0.7542735043",0,0,0,0.0095,0.019
"Albion College","Albion","MI",3,"31","42.244603","-84.746088","2","0.6079","0.60785918952108","NULL","23195",48073,16808,"1249","87502.62008","73251.32139","0.6129","0.2502",27000,44900,0.823,0.03,"0.8613678373",0,0,0,0.0066,0.0797
"Alma College","Alma","MI",3,"32","43.379236","-84.670073","2","0.7198","0.71984602224123","NULL","21824",44636,15295,"1362","83140.07964","75764.8356","0.907","0.2882",27000,43200,0.842,0.052,"0.8266331658",0.0071,0,0,0.0459,0.0283
"Andrews University","Berrien Springs","MI",3,"31","41.962914","-86.356866","2","0.3688","0.36880341880341","NULL","21789",35017,15627,"1629","64405.71004","47274.56509","0.4891","0.2934",27750,34800,0.662,0.053,"0.6897274633",0.0101,0.0328,0.0076,0.0051,0.0051
"Aquinas College","Grand Rapids","MI",3,"12","42.960449","-85.626166","2","0.6509","0.65085536547433","NULL","14293",37132,11627,"1734","72048.34849","61950.77395","0.664","0.3274",25000,35800,0.687,0.053,"0.7548291233",0.0169,0,0,0.0367,0.0085
"Calvin College","Grand Rapids","MI",3,"12","42.929916","-85.587548","2","0.7314","0.73144876325088","NULL","24352",40694,16813,"3825","93924.82216","83407.18187","0.5486","0.2286",26999.5,41700,0.745,0.015,"0.9044585987",0.0164,0.0669,0,0.0141,0.0235
"Central Michigan University","Mount Pleasant","MI",3,"32","43.591137","-84.775275","1","0.6927","0.69274017467248","15558","NULL",21828,9613,"20297","69075.30006","55384.54006","0.7754","0.3626",27000,39800,0.764,0.055,"0.7150555743",0.0181,0.0071,0.0194,0.0064,0.012
"Davenport University","Grand Rapids","MI",3,"21","42.849713","-85.529655","2","0.9338","0.93379571248423","NULL","16017",25082,16437,"6348","41216.11554","28007.59187","0.706","0.526",27500,29000,0.573,0.109,"0.4643182855",0.121,0,0,0,0
"University of Detroit Mercy","Detroit","MI",3,"11","42.417168","-83.138369","2","0.6906","0.69060927892677","NULL","24101",49617,22915,"2677","59956.60271","42001.93459","0.6063","0.2832",25000,45600,0.766,0.042,"0.6626115166",0.0035,0.0328,0,0.0059,0.0059
"Eastern Michigan University","Ypsilanti","MI",3,"21","42.245751","-83.624499","1","0.6887","0.68867313915857","12955","NULL",19532,9345,"17723","51825.19679","37142.75265","0.732","0.4391",26000,37100,0.71,0.102,"0.6277016743",0.0083,0.0012,0.0262,0.0058,0.0126
"Ferris State University","Big Rapids","MI",3,"32","43.687464","-85.483509","1","0.7842","0.78419336274697","13230","NULL",21215,9806,"12632","53031.62933","38242.70131","0.6638","0.4124",24425.5,41500,0.742,0.076,"0.7071960298",0.0207,0.0114,0.1398,0.0042,0.0036
"Kettering University","Flint","MI",3,"12","43.013112","-83.714356","2","0.7164","0.7164461247637","NULL","33861",51277,20979,"1689","84826.37068","81860.2838","0.5932","0.2613",27000,77400,0.931,0.035,"0.9134078212",0.0685,0.8333,0,0.0327,0.0238
"Cornerstone University","Grand Rapids","MI",3,"12","42.979044","-85.595602","2","0.6884","0.68838763575605","NULL","19570",34889,11233,"2020","58706.08772","46998.93272","0.7441","0.4218",23438,35700,0.665,0.053,"0.729004329",0,0,0,0.0039,0
"Grand Valley State University","Allendale","MI",3,"21","42.965208","-85.887519","1","0.8043","0.80433495203126","16815","NULL",21907,10238,"21561","73238.43157","62977.78252","0.6323","0.3622",25500,39400,0.759,0.039,"0.7785630153",0.0233,0.0158,0.0049,0.0265,0.0142
"Hope College","Holland","MI",3,"13","42.788052","-86.105376","2","0.7741","0.77406143344709","NULL","23345",39856,18046,"3312","97175.76994","83910.34844","0.5593","0.2087",27000,42900,0.806,0.022,"0.9027027027",0.0144,0.0332,0,0.0072,0.0519
"Kalamazoo College","Kalamazoo","MI",3,"13","42.290382","-85.601317","2","0.6965","0.69653423499577","NULL","23070",50800,17397,"1431","98884.31823","81799.84253","0.5096","0.203",25936,51700,0.796,0.024,"0.8642533937",0.0244,0,0,0.0418,0.1463
"Lake Superior State University","Sault Ste Marie","MI",3,"33","46.491736","-84.3655","1","0.9109","0.91092327698309","11558","NULL",19524,7082,"2213","54620.53847","43726.48104","0.5957","0.3886",24454,35200,0.671,0.1,"0.6919014085",0.0219,0.0438,0.0047,0.0031,0.0313
"Lawrence Technological University","Southfield","MI",3,"13","42.474072","-83.25003","2","0.5742","0.57417943107221","NULL","26132",41064,19554,"2798","64554.45449","52127.55305","0.3162","0.1691",27000,53700,0.816,0.05,"0.7435897436",0.0829,0.2463,0.122,0.0024,0.0122
"Madonna University","Livonia","MI",3,"13","42.386463","-83.407306","2","0.5859","0.58591885441527","NULL","14440",24763,11977,"2841","43933.21565","27022.48144","0.5024","0.3189",25000,37000,0.714,0.054,"0.6479674797",0.001,0,0.0021,0.0031,0.001
"Marygrove College","Detroit","MI",3,"11","42.414415","-83.154109","2","0.4842","0.4841827768014","NULL","12800",27622,10173,"881","20986.36061","13708.82634","0.8549","0.7224",35500,26800,0.518,0.072,"0.4068522484",0.0449,0,0,0.0225,0.0112
"Rochester College","Rochester Hills","MI",3,"21","42.667521","-83.144959","2","0.4059","0.40586797066014","NULL","16693",26820,11453,"976","50826.12669","31876.02266","0.6589","0.4217",23529,34600,0.639,0.064,"0.5794392523",0,0,0,0,0
"University of Michigan-Ann Arbor","Ann Arbor","MI",3,"12","42.276061","-83.743121","1","0.3224","0.32238428158148","15787","NULL",26143,21520,"28217","99081.72092","74692.2437","0.342","0.1569",20495.5,57400,0.855,0.016,"0.8345618346",0.0444,0.181,0,0.0257,0.013
"Michigan State University","East Lansing","MI",3,"13","42.73212","-84.476111","1","0.6609","0.66092559694077","16382","NULL",24323,16352,"38395","85077.28574","68618.91267","0.4632","0.227",25458,49900,0.834,0.04,"0.8308823529",0.0099,0.0613,0.0228,0.012,0.0162
"Michigan Technological University","Houghton","MI",3,"33","47.1183","-88.546403","1","0.755","0.75503815300332","14336","NULL",25360,12860,"5576","81786.4692","75625.43135","0.5886","0.2558",26264,61400,0.864,0.038,"0.8617606602",0.0628,0.5823,0.0373,0.0118,0.0255
"University of Michigan-Dearborn","Dearborn","MI",3,"13","42.317287","-83.231417","1","0.6267","0.62665897287939","12227","NULL",17766,11540,"6906","43161.96536","25654.97346","0.6533","0.4296",25750,45600,0.774,0.057,"0.6565995526",0.0432,0.1195,0,0.0146,0.0146
"University of Michigan-Flint","Flint","MI",3,"12","43.018777","-83.688474","1","0.7864","0.78639240506329","14026","NULL",19079,10169,"6565","43734.64194","28797.90514","0.7203","0.4186",27500,40300,0.737,0.078,"0.5994331601",0.0364,0.0141,0,0.0025,0.0066
"Northern Michigan University","Marquette","MI",3,"33","46.558037","-87.403857","1","0.7209","0.72094722993714","12039","NULL",18865,7554,"7718","60384.45954","50153.60992","0.6381","0.3882",22000,33900,0.669,0.096,"0.6847977685",0.0098,0,0.0494,0.0061,0.014
"Oakland University","Rochester Hills","MI",3,"21","42.67449","-83.220523","1","0.67","0.67001915708812","11631","NULL",19385,9761,"16528","59282.36921","43394.32628","0.5314","0.3205",25000,43000,0.757,0.049,"0.6619519095",0.0185,0.043,0,0.0032,0.0067
"Olivet College","Olivet","MI",3,"42","42.440908","-84.922864","2","0.6143","0.61431411530815","NULL","19725",33155,12774,"945","62712.97253","53107.28549","0.8248","0.5112",27000,35200,0.676,0.078,"0.6648841355",0.005,0,0,0.005,0.0099
"Kuyper College","Grand Rapids","MI",3,"21","43.02195","-85.592657","2","0.7065","0.70646766169154","NULL","18599",26557,13482,"264","64024.52117","58497.99061","0.7118","0.5069",24750,29200,0.59,0.048,"0.8253968254",0,0,0,0,0
"Saginaw Valley State University","University Center","MI",3,"41","43.55187","-83.96434","1","0.7996","0.79955314395148","14058","NULL",18378,7974,"8453","58606.45603","47916.79422","0.6502","0.3815",27000,37400,0.716,0.071,"0.638961039",0.0387,0.034,0.0079,0.0103,0.0174
"Siena Heights University","Adrian","MI",3,"32","41.905952","-84.015144","2","0.7424","0.74239482200647","NULL","17596",33484,9436,"2254","51042.54017","38256.31433","0.6832","0.4113",NA,38600,0.715,0.051,"0.689762151",0.0306,0,0.04,0.0071,0.0012
"Spring Arbor University","Spring Arbor","MI",3,"23","42.206233","-84.551918","2","0.6664","0.66641308482312","NULL","17194",33787,10068,"2632","56853.2699","45835.19477","0.7518","0.4544",25000,38100,0.71,0.043,"0.7459556621",0,0,0,0.0035,0.0035
"Finlandia University","Hancock","MI",3,"33","47.12709","-88.589392","2","0.4545","0.45454545454545","NULL","18301",29789,14679,"464","55709.88363","43290.79983","0.7771","0.5581",27500,27000,0.528,0.114,"0.6454849498",0,0,0,0,0
"Wayne State University","Detroit","MI",3,"11","42.35861","-83.072864","1","0.7733","0.77326010328715","12476","NULL",21021,9959,"17242","40832.27399","25184.23053","0.601","0.479",21393,39400,0.723,0.09,"0.5322351605",0.0151,0.0417,0.0102,0.0059,0.0298
"Western Michigan University","Kalamazoo","MI",3,"13","42.282589","-85.61512","1","0.8406","0.84059109080525","15903","NULL",22013,11364,"18450","65822.93619","49840.93992","0.6679","0.3861",26587,42700,0.781,0.061,"0.7677789521",0.018,0.0617,0.0112,0.0042,0.0071
"Augsburg College","Minneapolis","MN",4,"11","44.965636","-93.241418","2","0.6802","0.68024079320113","NULL","21755",44986,16467,"2552","62968.02749","45210.43545","0.7043","0.433",27000,45700,0.799,0.053,"0.8340461933",0.0204,0,0,0.0119,0.0407
"Bemidji State University","Bemidji","MN",4,"33","47.482505","-94.874529","1","0.9353","0.93527204502814","14589","NULL",18549,4969,"4386","65229.60753","57433.73431","0.6099","0.3467",21500,38900,0.745,0.057,"0.7725180802",0.0075,0,0.044,0.0075,0.015
"Bethany Lutheran College","Mankato","MN",4,"13","44.166485","-93.990744","2","0.7768","0.77680525164113","NULL","18364",33417,11800,"503","76696.13007","68707.93763","0.7599","0.3972",25000,34200,0.742,0.053,"0.8664259928",0,0,0,0.0084,0.0252
"Bethel University","Saint Paul","MN",4,"21","45.057091","-93.159295","2","0.9543","0.95434677027683","NULL","25568",43974,15840,"2936","92605.5933","75683.28145","0.6636","0.2725",24069,45000,0.79,0.027,"0.9250814332",0.0057,0.0069,0,0.008,0.0275
"Carleton College","Northfield","MN",4,"32","44.462304","-93.154662","2","0.2277","0.2277274892806","NULL","28078",60401,29707,"2042","103286.1557","85468.23068","0.4714","0.135",17500,49500,0.833,0.004,"0.9603960396",0.0616,0,0,0.0719,0.1273
"Concordia College at Moorhead","Moorhead","MN",4,"22","46.859423","-96.765567","2","0.6428","0.64280868385346","NULL","21953",42829,16727,"2296","94124.68609","81178.04531","0.6705","0.2303",27000,41300,0.808,0.023,"0.9104477612",0.0068,0,0,0.0205,0.0479
"Concordia University-Saint Paul","Saint Paul","MN",4,"11","44.9502","-93.154971","2","0.5324","0.53240418118466","NULL","17779",28984,10502,"2167","52725.39537","37673.83674","0.6374","0.3744",22500,48200,0.81,0.044,"0.7976817703",0,0,0,0.0064,0
